EC	Name
EC:1.14.19.6	Acyl-CoA (9+3)-desaturase
EC:1.14.19.7	Transferred entry: 1.11.1.23
EC:1.14.19.8	Pentalenolactone synthase
EC:1.14.19.9	Tryptophan 7-halogenase
EC:1.14.19.10	Icosanoyl-CoA 5-desaturase
EC:1.14.19.11	Acyl-[acyl-carrier-protein] 4-desaturase
EC:1.14.19.12	Acyl-lipid omega-(9-4) desaturase
EC:1.14.19.13	Acyl-CoA 15-desaturase
EC:1.14.19.14	Linoleoyl-lipid Delta(9) conjugase
EC:1.14.19.15	(11Z)-hexadec-11-enoyl-CoA conjugase
EC:1.14.19.16	Linoleoyl-lipid Delta(12) conjugase (11E,13Z-forming)
EC:1.14.19.17	Sphingolipid 4-desaturase
EC:1.14.19.18	Sphingolipid 8-(E)-desaturase
EC:1.14.19.19	Sphingolipid 10-desaturase
EC:1.14.19.20	Delta(7)-sterol 5(6)-desaturase
EC:1.14.19.21	Cholesterol 7-desaturase
EC:1.14.19.22	Acyl-lipid omega-6 desaturase (cytochrome b5)
EC:1.14.19.23	Acyl-lipid (n+3)-(Z)-desaturase (ferredoxin)
EC:1.14.19.24	Acyl-CoA 11-(E)-desaturase
EC:1.14.19.25	Acyl-lipid omega-3 desaturase (cytochrome b5)
EC:1.14.19.26	Acyl-[acyl-carrier-protein] 6-desaturase
EC:1.14.19.27	sn-2 palmitoyl-lipid 9-desaturase
EC:1.14.19.28	sn-1 stearoyl-lipid 9-desaturase
EC:1.14.19.29	Sphingolipid 8-(E/Z)-desaturase
EC:1.14.19.30	Acyl-lipid (8-3)-desaturase
EC:1.14.19.31	Acyl-lipid (7-3)-desaturase
EC:1.14.19.32	Palmitoyl-CoA 14-(E/Z)-desaturase
EC:1.14.19.33	Delta(12) acyl-lipid conjugase (11E,13E-forming)
EC:1.14.19.34	Acyl-lipid (9+3)-(E)-desaturase
EC:1.14.19.35	sn-2 acyl-lipid omega-3 desaturase (ferredoxin)
EC:1.14.19.36	sn-1 acyl-lipid omega-3 desaturase (ferredoxin)
EC:1.14.19.37	Acyl-CoA 5-desaturase
EC:1.14.19.38	Acyl-lipid Delta(6)-acetylenase
EC:1.14.19.39	Acyl-lipid Delta(12)-acetylenase
EC:1.14.19.40	Hex-5-enoyl-[acyl-carrier protein] acetylenase
EC:1.14.19.41	Sterol 22-desaturase
EC:1.14.19.42	Palmitoyl-[glycerolipid] 7-desaturase
EC:1.14.19.43	Palmitoyl-[glycerolipid] 3-(E)-desaturase
EC:1.14.19.44	Acyl-CoA (8-3)-desaturase
EC:1.14.19.45	sn-1 oleoyl-lipid 12-desaturase
EC:1.14.19.46	sn-1 linoleoyl-lipid 6-desaturase
EC:1.14.19.47	Acyl-lipid (9-3)-desaturase
EC:1.14.19.48	Tert-amyl alcohol desaturase
EC:1.14.19.49	Tetracycline 7-halogenase
EC:1.14.19.50	Noroxomaritidine synthase
EC:1.14.19.51	(S)-corytuberine synthase
EC:1.14.19.52	Camalexin synthase
EC:1.14.19.53	All-trans-retinol 3,4-desaturase
EC:1.14.19.54	1,2-dehydroreticuline synthase
EC:1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)
EC:1.14.19.56	1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] chlorinase
EC:1.14.19.57	1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] brominase
EC:1.14.19.58	Tryptophan 5-halogenase
EC:1.14.19.59	Tryptophan 6-halogenase
EC:1.14.19.60	7-chloro-L-tryptophan 6-halogenase
EC:1.14.19.61	Dihydrorhizobitoxine desaturase
EC:1.14.19.62	Secologanin synthase
EC:1.14.19.63	Pseudobaptigenin synthase
EC:1.14.19.64	(S)-stylopine synthase
EC:1.14.19.65	(S)-cheilanthifoline synthase
EC:1.14.19.66	Berbamunine synthase
EC:1.14.19.67	Salutaridine synthase
EC:1.14.19.68	(S)-canadine synthase
EC:1.14.19.69	Biflaviolin synthase
EC:1.14.19.70	Mycocyclosin synthase
EC:1.14.19.71	Fumitremorgin C synthase
EC:1.14.19.72	(-)-pluviatolide synthase
EC:1.14.19.73	(S)-nandinine synthase
EC:1.14.19.74	(+)-piperitol/(+)-sesamin synthase
EC:1.14.19.75	Very-long-chain acyl-lipid omega-9 desaturase
EC:1.14.19.76	Flavone synthase II
EC:1.14.19.77	Plasmanylethanolamine desaturase
EC:1.14.19.n1	Transferred entry: 1.14.19.4
EC:1.14.19.n2	Transferred entry: 1.14.19.5
EC:1.14.19.n3	Transferred entry: 1.14.19.6
EC:1.14.19.n4	Stearoyl-CoA 9-desaturase (NADPH)
EC:1.14.19.n5	Versicolorin B desaturase
EC:1.14.20.1	Deacetoxycephalosporin-C synthase
EC:1.14.20.2	Transferred entry: 1.14.11.59
EC:1.14.20.3	(5R)-carbapenem-3-carboxylate synthase
EC:1.14.20.4	Anthocyanidin synthase
EC:1.14.20.5	Flavone synthase I
EC:1.14.20.6	Flavonol synthase
EC:1.14.20.7	2-oxoglutarate/L-arginine monooxygenase/decarboxylase (succinate-|forming)
EC:1.14.20.8	(-)-deoxypodophyllotoxin synthase
EC:1.14.20.9	Tyrosine isonitrile desaturase
EC:1.14.20.10	Tyrosine isonitrile desaturase/decarboxylase
EC:1.14.20.11	3-((Z)-2-isocyanoethenyl)-1H-indole synthase
EC:1.14.20.12	3-((E)-2-isocyanoethenyl)-1H-indole synthase
EC:1.14.20.13	6-beta-hydroxyhyoscyamine epoxidase
EC:1.14.20.14	Hapalindole-type alkaloid chlorinase
EC:1.14.20.15	L-threonyl-[L-threonyl-carrier protein] 4-chlorinase
EC:1.14.21.1	Transferred entry: 1.14.19.64
EC:1.14.21.2	Transferred entry: 1.14.19.65
EC:1.14.21.3	Transferred entry: 1.14.19.66
EC:1.14.21.4	Transferred entry: 1.14.19.67
EC:1.14.21.5	Transferred entry: 1.14.19.68
EC:1.14.21.6	Transferred entry: 1.14.19.20
EC:1.14.21.7	Transferred entry: 1.14.19.69
EC:1.14.21.8	Transferred entry: 1.14.19.63
EC:1.14.21.9	Transferred entry: 1.14.19.70
EC:1.14.21.10	Transferred entry: 1.14.19.71
EC:1.14.21.11	Transferred entry: 1.14.19.72
EC:1.14.21.12	Transferred entry: 1.14.19.73
EC:1.14.99.1	Prostaglandin-endoperoxide synthase
EC:1.14.99.2	Kynurenine 7,8-hydroxylase
EC:1.14.99.3	Transferred entry: 1.14.14.18
EC:1.14.99.4	Progesterone monooxygenase
EC:1.14.99.5	Transferred entry: 1.14.19.1
EC:1.14.99.6	Transferred entry: 1.14.19.2
EC:1.14.99.7	Transferred entry: 1.14.14.17
EC:1.14.99.8	Transferred entry: 1.14.14.1
EC:1.14.99.9	Transferred entry: 1.14.14.19
EC:1.14.99.10	Transferred entry: 1.14.14.16
EC:1.14.99.11	Estradiol 6-beta-monooxygenase
EC:1.14.99.12	Androst-4-ene-3,17-dione monooxygenase
EC:1.14.99.13	Transferred entry: 1.14.13.23
EC:1.14.99.14	Progesterone 11-alpha-monooxygenase
EC:1.14.99.15	4-methoxybenzoate monooxygenase (O-demethylating)
EC:1.14.99.16	Transferred entry: 1.14.18.9
EC:1.14.99.17	Transferred entry: 1.14.16.5
EC:1.14.99.18	Deleted entry
EC:1.14.99.19	Transferred entry: 1.14.19.77
EC:1.14.99.20	Phylloquinone monooxygenase (2,3-epoxidizing)
EC:1.14.99.21	Latia-luciferin monooxygenase (demethylating)
EC:1.14.99.22	Ecdysone 20-monooxygenase
EC:1.14.99.23	3-hydroxybenzoate 2-monooxygenase
EC:1.14.99.24	Steroid 9-alpha-monooxygenase
EC:1.14.99.25	Transferred entry: 1.14.19.3
EC:1.14.99.26	2-hydroxypyridine 5-monooxygenase
EC:1.14.99.27	Transferred entry: 1.17.3.4
EC:1.14.99.28	Transferred entry: 1.14.14.84
EC:1.14.99.29	Deoxyhypusine monooxygenase
EC:1.14.99.30	Transferred entry: 1.3.5.6
EC:1.14.99.31	Transferred entry: 1.14.19.24
EC:1.14.99.32	Transferred entry: 1.14.19.5
EC:1.14.99.33	Transferred entry: 1.14.19.39
EC:1.14.99.34	Monoprenyl isoflavone epoxidase
EC:1.14.99.35	Thiophene-2-carbonyl-CoA monooxygenase
EC:1.14.99.36	Transferred entry: 1.13.11.63
EC:1.14.99.37	Taxadiene 5-alpha-hydroxylase
EC:1.14.99.38	Cholesterol 25-hydroxylase
EC:1.14.99.39	Ammonia monooxygenase
EC:1.14.99.40	Transferred entry: 1.13.11.79
EC:1.14.99.41	Transferred entry: 1.13.11.75
EC:1.14.99.42	Transferred entry: 1.13.11.84
EC:1.14.99.43	Transferred entry: 1.14.14.134
EC:1.14.99.44	Diapolycopene oxygenase
EC:1.14.99.45	Transferred entry: 1.14.14.158
EC:1.14.99.46	Pyrimidine monooxygenase
EC:1.14.99.47	(+)-larreatricin hydroxylase
EC:1.14.99.48	Heme oxygenase (staphylobilin-producing)
EC:1.14.99.49	Transferred entry: 1.14.15.31
EC:1.14.99.50	Gamma-glutamyl hercynylcysteine S-oxide synthase
EC:1.14.99.51	Hercynylcysteine S-oxide synthase
EC:1.14.99.52	L-cysteinyl-L-histidinylsulfoxide synthase
EC:1.14.99.53	Lytic chitin monooxygenase
EC:1.14.99.54	Lytic cellulose monooxygenase (C1-hydroxylating)
EC:1.14.99.55	Lytic starch monooxygenase
EC:1.14.99.56	Lytic cellulose monooxygenase (C4-dehydrogenating)
EC:1.14.99.57	Heme oxygenase (mycobilin-producing)
EC:1.14.99.58	Heme oxygenase (biliverdin-IX-beta and delta-forming)
EC:1.14.99.59	Tryptamine 4-monooxygenase
EC:1.14.99.60	3-demethoxyubiquinol 3-hydroxylase
EC:1.14.99.61	Cyclooctat-9-en-7-ol 5-monooxygenase
EC:1.14.99.62	Cyclooctatin synthase
EC:1.14.99.63	Beta-carotene 4-ketolase
EC:1.14.99.64	Zeaxanthin 4-ketolase
EC:1.14.99.65	4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] 3-hydroxylase
EC:1.14.99.66	[Histone-H3]-N(6),N(6)-dimethyl-L-lysine(4) FAD-dependent demethylase
EC:1.14.99.n1	Transferred entry: 1.13.11.75
EC:1.14.99.n2	Transferred entry: 1.13.11.71
EC:1.14.99.n3	Transferred entry: 1.13.11.84
EC:1.14.99.n4	Carotenoid 9,10-dioxygenase
EC:1.14.99.n5	Transferred entry: 1.13.11.70
EC:1.15.1.1	Superoxide dismutase
EC:1.15.1.2	Superoxide reductase
EC:1.16.1.1	Mercury(II) reductase
EC:1.16.1.2	Diferric-transferrin reductase
EC:1.16.1.3	Deleted entry
EC:1.16.1.4	Cob(II)alamin reductase
EC:1.16.1.5	Deleted entry
EC:1.16.1.6	Cyanocobalamin reductase (cyanide-eliminating)
EC:1.16.1.7	Ferric-chelate reductase (NADH)
EC:1.16.1.8	[Methionine synthase] reductase
EC:1.16.1.9	Ferric-chelate reductase (NADPH)
EC:1.16.1.10	Ferric-chelate reductase (NAD(P)H)
EC:1.16.3.1	Ferroxidase
EC:1.16.3.2	Bacterial non-heme ferritin
EC:1.16.3.3	Manganese oxidase
EC:1.16.5.1	Transferred entry: 7.2.1.3
EC:1.16.8.1	Cob(II)yrinic acid a,c-diamide reductase
EC:1.16.9.1	Iron:rusticyanin reductase
EC:1.16.98.1	Transferred entry: 1.16.9.1
EC:1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
EC:1.17.1.2	Transferred entry: 1.17.7.4
EC:1.17.1.3	Leucoanthocyanidin reductase
EC:1.17.1.4	Xanthine dehydrogenase
EC:1.17.1.5	Nicotinate dehydrogenase
EC:1.17.1.6	Transferred entry: 1.1.1.395
EC:1.17.1.7	Transferred entry: 1.2.1.91
EC:1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
EC:1.17.1.9	Formate dehydrogenase
EC:1.17.1.10	Formate dehydrogenase (NADP(+))
EC:1.17.1.11	Formate dehydrogenase (NAD(+), ferredoxin)
EC:1.17.2.1	Nicotinate dehydrogenase (cytochrome)
EC:1.17.2.2	Lupanine 17-hydroxylase (cytochrome c)
EC:1.17.2.3	Formate dehydrogenase (cytochrome c-553)
EC:1.17.3.1	Pteridine oxidase
EC:1.17.3.2	Xanthine oxidase
EC:1.17.3.3	6-hydroxynicotinate dehydrogenase
EC:1.17.3.4	Juglone 3-hydroxylase
EC:1.17.4.1	Ribonucleoside-diphosphate reductase
EC:1.17.4.2	Ribonucleoside-triphosphate reductase (thioredoxin)
EC:1.17.4.3	Transferred entry: 1.17.7.1
EC:1.17.4.4	Vitamin-K-epoxide reductase (warfarin-sensitive)
EC:1.17.4.5	Vitamin-K-epoxide reductase (warfarin-insensitive)
EC:1.17.5.1	Phenylacetyl-CoA dehydrogenase
EC:1.17.5.2	Caffeine dehydrogenase
EC:1.17.5.3	Formate dehydrogenase-N
EC:1.17.7.1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)
EC:1.17.7.2	7-hydroxymethyl chlorophyll a reductase
EC:1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
EC:1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EC:1.17.8.1	Hydroxysqualene dehydroxylase
EC:1.17.9.1	4-methylphenol dehydrogenase (hydroxylating)
EC:1.17.98.1	Transferred entry: 1.1.1.395
EC:1.17.98.2	Bacteriochlorophyllide c C-7(1)-hydroxylase
EC:1.17.98.3	Formate dehydrogenase (coenzyme F420)
EC:1.17.99.1	Transferred entry: 1.17.9.1
EC:1.17.99.2	Ethylbenzene hydroxylase
EC:1.17.99.3	3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA|24-hydroxylase
EC:1.17.99.4	Uracil/thymine dehydrogenase
EC:1.17.99.5	Transferred entry: 1.1.1.395
EC:1.17.99.6	Epoxyqueuosine reductase
EC:1.17.99.7	Formate dehydrogenase (acceptor)
EC:1.17.99.8	Limonene dehydrogenase
EC:1.18.1.1	Rubredoxin--NAD(+) reductase
EC:1.18.1.2	Ferredoxin--NADP(+) reductase
EC:1.18.1.3	Ferredoxin--NAD(+) reductase
EC:1.18.1.4	Rubredoxin--NAD(P)(+) reductase
EC:1.18.1.5	Putidaredoxin--NAD(+) reductase
EC:1.18.1.6	Adrenodoxin-NADP(+) reductase
EC:1.18.1.7	Ferredoxin--NAD(P)(+) reductase (naphthalene dioxygenase ferredoxin-|specific)
EC:1.18.1.8	Transferred entry: 7.2.1.2
EC:1.18.2.1	Transferred entry: 1.18.6.1
EC:1.18.3.1	Transferred entry: 1.12.7.2
EC:1.18.6.1	Nitrogenase
EC:1.18.6.2	Vanadium-dependent nitrogenase
EC:1.18.96.1	Transferred entry: 1.15.1.2
EC:1.18.99.1	Transferred entry: 1.12.7.2
EC:1.19.1.1	Flavodoxin--NADP(+) reductase
EC:1.19.6.1	Nitrogenase (flavodoxin)
EC:1.20.1.1	Phosphonate dehydrogenase
EC:1.20.2.1	Arsenate reductase (cytochrome c)
EC:1.20.4.1	Arsenate reductase (glutathione/glutaredoxin)
EC:1.20.4.2	Methylarsonate reductase
EC:1.20.4.3	Mycoredoxin
EC:1.20.4.4	Arsenate reductase (thioredoxin)
EC:1.20.9.1	Arsenate reductase (azurin)
EC:1.20.98.1	Transferred entry: 1.20.9.1
EC:1.20.99.1	Arsenate reductase (donor)
EC:1.21.1.1	Iodotyrosine deiodinase
EC:1.21.1.2	2,4-dichlorobenzoyl-CoA reductase
EC:1.21.3.1	Isopenicillin-N synthase
EC:1.21.3.2	Columbamine oxidase
EC:1.21.3.3	Reticuline oxidase
EC:1.21.3.4	Sulochrin oxidase ((+)-bisdechlorogeodin-forming)
EC:1.21.3.5	Sulochrin oxidase ((-)-bisdechlorogeodin-forming)
EC:1.21.3.6	Aureusidin synthase
EC:1.21.3.7	Tetrahydrocannabinolic acid synthase
EC:1.21.3.8	Cannabidiolic acid synthase
EC:1.21.3.9	Transferred entry: 1.21.98.2
EC:1.21.4.1	D-proline reductase
EC:1.21.4.2	Glycine reductase
EC:1.21.4.3	Sarcosine reductase
EC:1.21.4.4	Betaine reductase
EC:1.21.4.5	Tetrachlorohydroquinone reductive dehalogenase
EC:1.21.98.1	Cyclic dehypoxanthinyl futalosine synthase
EC:1.21.98.2	Dichlorochromopyrrolate synthase
EC:1.21.98.3	Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
EC:1.21.98.4	PqqA peptide cyclase
EC:1.21.99.1	Beta-cyclopiazonate dehydrogenase
EC:1.21.99.2	Transferred entry: 1.21.98.1
EC:1.21.99.3	Thyroxine 5-deiodinase
EC:1.21.99.4	Thyroxine 5'-deiodinase
EC:1.21.99.5	Tetrachloroethene reductive dehalogenase
EC:1.22.1.1	Transferred entry: 1.21.1.1
EC:1.23.1.1	(+)-pinoresinol reductase
EC:1.23.1.2	(+)-lariciresinol reductase
EC:1.23.1.3	(-)-pinoresinol reductase
EC:1.23.1.4	(-)-lariciresinol reductase
EC:1.23.5.1	Violaxanthin de-epoxidase
EC:1.97.1.1	Chlorate reductase
EC:1.97.1.2	Pyrogallol hydroxytransferase
EC:1.97.1.3	Transferred entry: 1.12.98.4
EC:1.97.1.4	[Formate-C-acetyltransferase]-activating enzyme
EC:1.97.1.5	Transferred entry: 1.20.4.1
EC:1.97.1.6	Transferred entry: 1.20.99.1
EC:1.97.1.7	Transferred entry: 1.20.4.2
EC:1.97.1.8	Transferred entry: 1.21.99.5
EC:1.97.1.9	Selenate reductase
EC:1.97.1.10	Transferred entry: 1.21.99.4
EC:1.97.1.11	Transferred entry: 1.21.99.3
EC:1.97.1.12	Photosystem I
EC:1.98.1.1	Transferred entry: 1.12.7.2
EC:1.99.1.1	Transferred entry: 1.14.14.1
EC:1.99.1.2	Transferred entry: 1.14.16.1
EC:1.99.1.3	Deleted entry
EC:1.99.1.4	Deleted entry
EC:1.99.1.5	Transferred entry: 1.14.13.9
EC:1.99.1.6	Deleted entry
EC:1.99.1.7	Transferred entry: 1.14.15.4
EC:1.99.1.8	Deleted entry
EC:1.99.1.9	Transferred entry: 1.14.14.19
EC:1.99.1.10	Deleted entry
EC:1.99.1.11	Transferred entry: 1.14.14.16
EC:1.99.1.12	Deleted entry
EC:1.99.1.13	Transferred entry: 1.14.14.17 and 5.4.99.7
EC:1.99.1.14	Transferred entry: 1.13.11.27
EC:1.99.2.1	Transferred entry: 1.13.11.12
EC:1.99.2.2	Transferred entry: 1.13.11.1
EC:1.99.2.3	Transferred entry: 1.13.11.3
EC:1.99.2.4	Transferred entry: 1.13.11.4
EC:1.99.2.5	Transferred entry: 1.13.11.5
EC:1.99.2.6	Transferred entry: 1.13.99.1
EC:2.1.1.1	Nicotinamide N-methyltransferase
EC:2.1.1.2	Guanidinoacetate N-methyltransferase
EC:2.1.1.3	Thetin--homocysteine S-methyltransferase
EC:2.1.1.4	Acetylserotonin O-methyltransferase
EC:2.1.1.5	Betaine--homocysteine S-methyltransferase
EC:2.1.1.6	Catechol O-methyltransferase
EC:2.1.1.7	Nicotinate N-methyltransferase
EC:2.1.1.8	Histamine N-methyltransferase
EC:2.1.1.9	Thiol S-methyltransferase
EC:2.1.1.10	Homocysteine S-methyltransferase
EC:2.1.1.11	Magnesium protoporphyrin IX methyltransferase
EC:2.1.1.12	Methionine S-methyltransferase
EC:2.1.1.13	Methionine synthase
EC:2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
EC:2.1.1.15	Fatty-acid O-methyltransferase
EC:2.1.1.16	Methylene-fatty-acyl-phospholipid synthase
EC:2.1.1.17	Phosphatidylethanolamine N-methyltransferase
EC:2.1.1.18	Polysaccharide O-methyltransferase
EC:2.1.1.19	Trimethylsulfonium--tetrahydrofolate N-methyltransferase
EC:2.1.1.20	Glycine N-methyltransferase
EC:2.1.1.21	Methylamine--glutamate N-methyltransferase
EC:2.1.1.22	Carnosine N-methyltransferase
EC:2.1.1.23	Transferred entry: 2.1.1.319, 2.1.1.320, 2.1.1.321 and 2.1.1.322
EC:2.1.1.24	Transferred entry: 2.1.1.77, 2.1.1.80 and 2.1.1.100
EC:2.1.1.25	Phenol O-methyltransferase
EC:2.1.1.26	Iodophenol O-methyltransferase
EC:2.1.1.27	Tyramine N-methyltransferase
EC:2.1.1.28	Phenylethanolamine N-methyltransferase
EC:2.1.1.29	Transferred entry: 2.1.1.202, 2.1.1.203 and 2.1.1.204
EC:2.1.1.30	Deleted entry
EC:2.1.1.31	Transferred entry: 2.1.1.221 and 2.1.1.228
EC:2.1.1.32	Transferred entry: 2.1.1.213, 2.1.1.214, 2.1.1.215 and 2.1.1.216
EC:2.1.1.33	tRNA (guanine(46)-N(7))-methyltransferase
EC:2.1.1.34	tRNA (guanosine(18)-2'-O)-methyltransferase
EC:2.1.1.35	tRNA (uracil(54)-C(5))-methyltransferase
EC:2.1.1.36	Transferred entry: 2.1.1.217, 2.1.1.218, 2.1.1.219 and 2.1.1.220
EC:2.1.1.37	DNA (cytosine-5-)-methyltransferase
EC:2.1.1.38	O-demethylpuromycin O-methyltransferase
EC:2.1.1.39	Inositol 3-methyltransferase
EC:2.1.1.40	Inositol 1-methyltransferase
EC:2.1.1.41	Sterol 24-C-methyltransferase
EC:2.1.1.42	Flavone 3'-O-methyltransferase
EC:2.1.1.43	Transferred entry: 2.1.1.354
EC:2.1.1.44	L-histidine N(alpha)-methyltransferase
EC:2.1.1.45	Thymidylate synthase
EC:2.1.1.46	Isoflavone 4'-O-methyltransferase
EC:2.1.1.47	Indolepyruvate C-methyltransferase
EC:2.1.1.48	Transferred entry: 2.1.1.181, 2.1.1.182, 2.1.1.183 and 2.1.1.184
EC:2.1.1.49	Amine N-methyltransferase
EC:2.1.1.50	Loganate O-methyltransferase
EC:2.1.1.51	Transferred entry: 2.1.1.187 and 2.1.1.188
EC:2.1.1.52	Transferred entry: 2.1.1.171, 2.1.1.172, 2.1.1.173 and 2.1.1.174
EC:2.1.1.53	Putrescine N-methyltransferase
EC:2.1.1.54	Deoxycytidylate C-methyltransferase
EC:2.1.1.55	tRNA (adenine-N(6)-)-methyltransferase
EC:2.1.1.56	mRNA (guanine-N(7)-)-methyltransferase
EC:2.1.1.57	Methyltransferase cap1
EC:2.1.1.58	Transferred entry: 2.1.1.57
EC:2.1.1.59	[Cytochrome c]-lysine N-methyltransferase
EC:2.1.1.60	Calmodulin-lysine N-methyltransferase
EC:2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
EC:2.1.1.62	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase
EC:2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase
EC:2.1.1.64	3-demethylubiquinol 3-O-methyltransferase
EC:2.1.1.65	Licodione 2'-O-methyltransferase
EC:2.1.1.66	Transferred entry: 2.1.1.230
EC:2.1.1.67	Thiopurine S-methyltransferase
EC:2.1.1.68	Caffeate O-methyltransferase
EC:2.1.1.69	5-hydroxyfuranocoumarin 5-O-methyltransferase
EC:2.1.1.70	8-hydroxyfuranocoumarin 8-O-methyltransferase
EC:2.1.1.71	Phosphatidyl-N-methylethanolamine N-methyltransferase
EC:2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)
EC:2.1.1.73	Transferred entry: 2.1.1.37
EC:2.1.1.74	Methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase|(NAD(P)H-oxidizing)
EC:2.1.1.75	Apigenin 4'-O-methyltransferase
EC:2.1.1.76	Quercetin 3-O-methyltransferase
EC:2.1.1.77	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
EC:2.1.1.78	Isoorientin 3'-O-methyltransferase
EC:2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase
EC:2.1.1.80	Protein-glutamate O-methyltransferase
EC:2.1.1.81	Transferred entry: 2.1.1.49
EC:2.1.1.82	3-methylquercetin 7-O-methyltransferase
EC:2.1.1.83	3,7-dimethylquercetin 4'-O-methyltransferase
EC:2.1.1.84	Methylquercetagetin 6-O-methyltransferase
EC:2.1.1.85	Protein-histidine N-methyltransferase
EC:2.1.1.86	Tetrahydromethanopterin S-methyltransferase
EC:2.1.1.87	Pyridine N-methyltransferase
EC:2.1.1.88	8-hydroxyquercetin 8-O-methyltransferase
EC:2.1.1.89	Tetrahydrocolumbamine 2-O-methyltransferase
EC:2.1.1.90	Methanol--corrinoid protein Co-methyltransferase
EC:2.1.1.91	Isobutyraldoxime O-methyltransferase
EC:2.1.1.92	Transferred entry: 2.1.1.69
EC:2.1.1.93	Transferred entry: 2.1.1.70
EC:2.1.1.94	Tabersonine 16-O-methyltransferase
EC:2.1.1.95	Tocopherol C-methyltransferase
EC:2.1.1.96	Thioether S-methyltransferase
EC:2.1.1.97	3-hydroxyanthranilate 4-C-methyltransferase
EC:2.1.1.98	Diphthine synthase
EC:2.1.1.99	3-hydroxy-16-methoxy-2,3-dihydrotabersonine N-methyltransferase
EC:2.1.1.100	Protein-S-isoprenylcysteine O-methyltransferase
EC:2.1.1.101	Macrocin O-methyltransferase
EC:2.1.1.102	Demethylmacrocin O-methyltransferase
EC:2.1.1.103	Phosphoethanolamine N-methyltransferase
EC:2.1.1.104	Caffeoyl-CoA O-methyltransferase
EC:2.1.1.105	N-benzoyl-4-hydroxyanthranilate 4-O-methyltransferase
EC:2.1.1.106	Tryptophan 2-C-methyltransferase
EC:2.1.1.107	Uroporphyrinogen-III C-methyltransferase
EC:2.1.1.108	6-hydroxymellein O-methyltransferase
EC:2.1.1.109	Demethylsterigmatocystin 6-O-methyltransferase
EC:2.1.1.110	Sterigmatocystin 8-O-methyltransferase
EC:2.1.1.111	Anthranilate N-methyltransferase
EC:2.1.1.112	Glucuronoxylan 4-O-methyltransferase
EC:2.1.1.113	Site-specific DNA-methyltransferase (cytosine-N(4)-specific)
EC:2.1.1.114	Polyprenyldihydroxybenzoate methyltransferase
EC:2.1.1.115	(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase
EC:2.1.1.116	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase
EC:2.1.1.117	(S)-scoulerine 9-O-methyltransferase
EC:2.1.1.118	Columbamine O-methyltransferase
EC:2.1.1.119	10-hydroxydihydrosanguinarine 10-O-methyltransferase
EC:2.1.1.120	12-hydroxydihydrochelirubine 12-O-methyltransferase
EC:2.1.1.121	6-O-methylnorlaudanosoline 5'-O-methyltransferase
EC:2.1.1.122	(S)-tetrahydroprotoberberine N-methyltransferase
EC:2.1.1.123	[Cytochrome c]-methionine S-methyltransferase
EC:2.1.1.124	Transferred entry: 2.1.1.319, 2.1.1.320, 2.1.1.321 and 2.1.1.322
EC:2.1.1.125	Transferred entry: 2.1.1.319, 2.1.1.320, 2.1.1.321 and 2.1.1.322
EC:2.1.1.126	Transferred entry: 2.1.1.319, 2.1.1.320, 2.1.1.321 and 2.1.1.322
EC:2.1.1.127	[Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase
EC:2.1.1.128	(RS)-norcoclaurine 6-O-methyltransferase
EC:2.1.1.129	Inositol 4-methyltransferase
EC:2.1.1.130	Precorrin-2 C(20)-methyltransferase
EC:2.1.1.131	Precorrin-3B C(17)-methyltransferase
EC:2.1.1.132	Precorrin-6B C(5,15)-methyltransferase (decarboxylating)
EC:2.1.1.133	Precorrin-4 C(11)-methyltransferase
EC:2.1.1.134	Transferred entry: 2.1.1.129
EC:2.1.1.135	Transferred entry: 1.16.1.8
EC:2.1.1.136	Chlorophenol O-methyltransferase
EC:2.1.1.137	Arsenite methyltransferase
EC:2.1.1.138	Deleted entry
EC:2.1.1.139	3'-demethylstaurosporine O-methyltransferase
EC:2.1.1.140	(S)-coclaurine-N-methyltransferase
EC:2.1.1.141	Jasmonate O-methyltransferase
